elements,formula,id,class,dipole,atomic_e_neg,atomic_masses,atomic_num_e,atomic_rad,atomic_vdw_rad,atomic_vol,atomic_ionization,atomic_e_affinity,atomic_dipole_polarizability,atomic_cov_rad,atomoic_nvalence,atomic_hardness,weights,evac,evacdiff,dipz,efermi,gap,vbm,cbm,gap_dir,gap_dir_nosoc,gap_nosoc,workfunction,vbm_hse,cbm_hse,gap_dir_hse,gap_hse,ehull,hform,cell_area,spgnum,lgnum,emass_vb_dir1,emass_vb_dir2,emass_cb_dir1,emass_cb_dir2,alphax_lat,alphay_lat,alphaz_lat,alphax,alphay,alphaz,minhessianeig,alphax_el,alphay_el,alphaz_el,speed_of_sound_x,speed_of_sound_y,c_11,c_12,c_13,c_21,c_22,c_23,c_31,c_32,c_33,energy,free_energy,vbm_gw,cbm_gw,gap_dir_gw,gap_gw,mass,num_electron,avg_e_neg_pauling,num_atoms,num_e_avg,num_e_max_dif,num_e_std,vdw_rad_avg,vdw_rad_max_dif,vdw_rad_std,atomic_rad_avg,atomic_rad_max_dif,atomic_rad_std,atomic_vol_avg,atomic_vol_max_dif,atomic_vol_std,e_affinity_avg,e_affinity_max_dif,e_affinity_std,e_neg_avg,e_neg_max_dif,e_neg_std,dipole_polarizability_avg,dipole_polarizability_max_dif,dipole_polarizability_std,cov_rad_avg,cov_rad_max_dif,cov_rad_std,nvalence_avg,nvalence_max_dif,nvalence_std,hardness_avg,hardness_max_dif,hardness_std,ionization_avg,ionization_max_dif,ionization_std,dipole_avg,ionization_total,lattice,positions,numbers,sine coulomb matrix eig 0,sine coulomb matrix eig 1,sine coulomb matrix eig 2,sine coulomb matrix eig 3,sine coulomb matrix eig 4,sine coulomb matrix eig 5,sine coulomb matrix eig 6,sine coulomb matrix eig 7,composition,pc1_soap,pc2_soap,SHG 0.4-0.9eV_x,SHG 0.4-0.9eV_y,SHG 0.9 -1.6eV_x,SHG 0.9 -1.6eV_y,SHG 1.6-2.1eV_x,SHG 1.6-2.1eV_y,Direction
"['Br', 'Tl']",Br2Tl2,13428,,"[-0.979426148, -3.38784404, 0.000490384221]","[2.96, 1.8]","[79.904, 204.38]","[35, 81]","[115.0, 190.0]","[185.0, 196.0]","[23.5, 17.2]","[11.81381, 6.108287]","[3.3635882000000006, 0.377]","[21.0, 50.0]","[120.0, 145.0]","[7, 3]","[4.2251109, 2.8656435]","[2, 2]",2.023193224,0.003229307,0.000490384,-1.902427243,3.059580194,-3.43221734,-0.372637146,3.11503704,3.702649251,3.621768011,3.925620467,-4.047284376,-0.124800038,4.003675928,3.922484338,0.063263035,-0.816054765,27.47822966,12,18,-1.028635797,-0.749396678,0.684602606,1.550480424,2.316143142,2.699167495,0.021781327,3.47207144,3.954600376,0.381732124,-0.000223881,1.155928298,1.255432881,0.359950797,1592.380584,1883.880902,8.71237383,9.167876086,-0.008852386,8.936876266,12.19409689,0.03391534,0.034670056,0.074684251,0.899293813,-11.42916303,-11.42916303,,,,,568.5746,232,2.29,4,58,46,23,190.5,11,5.5,152.5,75,37.5,20.35,6.3,3.15,2.38,2.9865882,1.4932941,1.8702941,1.16,0.58,35.5,29,14.5,132.5,25,12.5,5,4,2,3.5453772,1.3594674,0.6797337,8.9610485,5.705523,2.8527615,-1.455593268,35.844194,"[[5.377891135947208, -4.588168383822944e-18, 0.0], [-2.688945564901667, 5.109480457625624, 0.0], [-1.88240466309839e-15, 0.0, 18.85580293064]]","[[0.003265703661735846, 0.06274023580765864, 8.014234746547293], [-0.004765642047321175, 3.3441758699057726, 10.929117859484872], [-0.0028407375020463002, 0.03680349053358978, 11.123645471141261], [0.0016056476841071195, 3.3702108091719376, 7.820743952811674]]","[35, 35, 81, 81]",2348.609106,2664.823912,19337.83003,18778.38482,0,0,0,0,Br2 Tl2,-13.49314882,20.10459979,0,0,0,0,1.955,0.002,xxy=xyx
"['Br', 'Cl', 'Hf']",BrClHf,10446,MXY Janus,"[3.35681104, -1.93805576, 0.02038782]","[2.96, 3.16, 1.3]","[79.904, 35.45, 178.49]","[35, 17, 72]","[115.0, 100.0, 155.0]","[185.0, 175.0, 223.0]","[23.5, 18.7, 13.6]","[11.81381, 12.96763, 6.82507]","[3.3635882000000006, 3.612725, 0.013999999999999999]","[21.0, 14.6, 103.0]","[120.0, 102.0, 175.0]","[7, 7, 4]","[4.2251109, 4.677452499999999, 3.405535]","[1, 1, 1]",4.077212914,0.362091078,0.020387819,0.962049901,0.832303196,0.545898303,1.378201498,1.631683866,1.703814837,0.945659414,3.115163014,0.383552548,1.744485903,2.216809341,1.360933355,0.016451002,-1.337051376,10.18860216,156,69,-0.37595339,-0.375745399,0.624716178,0.908447852,0.391489645,0.390489378,0.43418711,5.155429055,5.154428788,0.813629945,-5.18E-16,4.763939409,4.763939409,0.379442835,4296.511541,4291.443436,88.40631306,15.20122991,-0.000314933,15.20719389,88.19787038,0.000258322,0,0,73.73115381,-14.88692467,-14.88692687,-0.101859209,1.82448116,2.717504306,1.926340368,293.847,124,2.473333333,3,41.33333333,55,22.89589968,194.3333333,48,20.67741656,123.3333333,55,23.21398046,18.6,9.9,4.042276586,2.473333333,3.598725,1.640888373,2.3301044,1.86,0.833679928,46.2,88.4,40.24856105,132.3333333,73,31.05192783,6,3,1.414213562,4.102699467,1.2719175,0.526423119,10.53550333,6.14256,2.665622102,0.479714367,31.60651,"[[3.4299831479180933, -3.848876066090891e-18, 0.0], [-1.714991573959047, 2.970452540649587, 0.0], [2.6175982215509114e-17, 0.0, 18.232485982860293]]","[[1.5352915360178002e-17, -3.8824411329027675e-17, 9.08970312996291], [1.7149915739590462, 0.9901508468831957, 10.960133404741843], [1.7149915739590462, 0.9901508468831957, 7.386767078035646]]","[72, 35, 17]",14352.85604,2527.525123,448.4483026,0,0,0,0,0,Br1 Cl1 Hf1,1.919477328,5.355093492,0.885,24.564,0.906,23.837,1.706,4.142,yyy = -xxy = -yxx = -xyx
"['Br', 'Cl', 'Ti']",BrClTi,2055,MXY Janus,"[3.37406583, -1.94801781, 0.02630146]","[2.96, 3.16, 1.54]","[79.904, 35.45, 47.867]","[35, 17, 22]","[115.0, 100.0, 140.0]","[185.0, 175.0, 211.0]","[23.5, 18.7, 10.6]","[11.81381, 12.96763, 6.82812]","[3.3635882000000006, 3.612725, 0.079]","[21.0, 14.6, 100.0]","[120.0, 102.0, 160.0]","[7, 7, 4]","[4.2251109, 4.677452499999999, 3.3745600000000002]","[1, 1, 1]",3.710055189,0.481196202,0.026301461,0.064352589,0.829768742,-0.350531782,0.479236959,1.045729777,1.075315109,0.86009496,3.6457026,-0.066877075,1.229829038,1.452893135,1.296706113,0.015289364,-1.326089718,9.890524913,156,69,-0.623151738,-0.622727106,1.297787581,2.49069231,0.055210325,0.055830413,1.644396139,7.275321957,7.275942045,2.007721191,-3.24E-15,7.220111632,7.220111632,0.363325051,5357.297668,5355.624449,78.64974868,16.02204128,0.00232293,15.99409934,78.60062774,0.00032912,0,0,63.30994587,-14.03768716,-14.03769632,-0.37793384,1.094575542,1.651261301,1.472509382,163.224,74,2.553333333,3,24.66666667,18,7.586537784,190.3333333,36,15.17307557,118.3333333,40,16.49915823,17.6,12.9,5.323532662,2.553333333,3.533725,1.610307119,2.351771067,1.62,0.721171886,45.2,85.4,38.83743898,127.3333333,58,24.23954528,6,3,1.414213562,4.092374467,1.3028925,0.540121244,10.53652,6.13951,2.664206957,0.484116493,31.60956,"[[3.3794370007289625, -1.5230949422783224e-18, 0.0], [-1.6897185003644817, 2.9266782931203674, 0.0], [-4.1653770812723784e-18, 0.0, 18.232485982860293]]","[[8.661026102570614e-19, 4.466842167345743e-17, 9.088049803237451], [1.6897185003644808, 0.9755594310401223, 10.81300462158679], [1.6897185003644808, 0.9755594310401223, 7.535609636393258]]","[22, 35, 17]",2540.670047,832.7144055,448.0902617,0,0,0,0,0,Br1 Cl1 Ti1,3.039914433,6.329715031,0.589,36.442,1.078,26.012,1.604,4.417,yyy = -xxy = -yxx = -xyx
"['Br', 'Cl', 'Zr']",BrClZr,8349,MXY Janus,"[3.1836195, -1.83806358, 0.02241807]","[2.96, 3.16, 1.33]","[79.904, 35.45, 91.224]","[35, 17, 40]","[115.0, 100.0, 155.0]","[185.0, 175.0, 223.0]","[23.5, 18.7, 14.1]","[11.81381, 12.96763, 6.6339]","[3.3635882000000006, 3.612725, 0.426]","[21.0, 14.6, 112.0]","[120.0, 102.0, 175.0]","[7, 7, 4]","[4.2251109, 4.677452499999999, 3.1039499999999998]","[1, 1, 1]",3.955039923,0.384971376,0.02241807,0.581841812,0.911907677,0.125887974,1.037795651,1.523198356,1.535895328,0.950488227,3.373198111,0.082514632,1.479051592,2.07089114,1.396536961,0.00977291,-1.512458889,10.53735078,156,69,-0.434679019,-0.434674373,0.705255011,1.221008963,0.205171287,0.204545392,0.989837968,5.665176416,5.66455052,1.369584221,-4.61E-15,5.460005129,5.460005129,0.379746253,4898.123374,4899.251418,78.10182122,13.82545949,-0.00283678,13.13900613,78.13779925,-0.002492507,0,0,65.11584731,-15.31002609,-15.31002863,-0.276626024,1.601148631,2.446303756,1.877774655,206.581,92,2.483333333,3,30.66666667,23,9.877021593,194.3333333,48,20.67741656,123.3333333,55,23.21398046,18.76666667,9.4,3.837823457,2.483333333,3.186725,1.447093248,2.467437733,1.83,0.819606952,49.2,97.4,44.48310541,132.3333333,73,31.05192783,6,3,1.414213562,4.002171133,1.5735025,0.661439911,10.47178,6.33373,2.754368327,0.45599133,31.41534,"[[3.4881921710476314, 4.15385707587563e-19, 0.0], [-1.7440960855238161, 3.0208630334092432, 0.0], [-1.107129840371522e-17, 0.0, 18.232485982860293]]","[[-3.3384616485824953e-18, -6.100979292104221e-17, 9.088447486180696], [1.7440960855238152, 1.0069543444697477, 10.939868592695314], [1.7440960855238152, 1.0069543444697477, 7.408248067853832]]","[40, 35, 17]",3531.785752,2506.752891,448.4272168,0,0,0,0,0,Br1 Cl1 Zr1,1.838572111,5.165798188,0.789,28.211,0.906,18.78,1.945,6.341,yyy = -xxy = -yxx = -xyx
"['Br', 'Hf', 'I']",BrHfI,3106,MXY Janus,"[4.62249694, -2.66879985, -0.02270982]","[2.96, 1.3, 2.66]","[79.904, 178.49, 126.90447]","[35, 72, 53]","[115.0, 155.0, 140.0]","[185.0, 223.0, 198.0]","[23.5, 13.6, 25.7]","[11.81381, 6.82507, 10.45126]","[3.3635882000000006, 0.013999999999999999, 3.0590368]","[21.0, 103.0, 32.9]","[120.0, 175.0, 139.0]","[7, 4, 7]","[4.2251109, 3.405535, 3.6961116]","[1, 1, 1]",4.290220414,-0.35740877,-0.02270982,1.391822223,0.713127531,1.035258457,1.748385988,1.423564826,1.496312614,0.8433374,2.898398192,0.929076551,2.08609183,1.9178181,1.15701528,0.087291831,-0.887098942,11.49767825,156,69,-0.34421386,-0.344206771,0.561828893,0.829217037,0.187737371,0.187803204,0.873888158,6.145290899,6.145356733,1.306450817,-1.01E-15,5.957553528,5.957553528,0.432562659,3652.209212,3649.30114,74.2245407,12.1168169,0.00044759,12.33584818,74.10638519,0.000974439,2.57E-14,0,62.44323116,-13.23039855,-13.23040449,0.46985616,2.08165072,2.30365019,1.611794561,385.29847,160,2.306666667,3,53.33333333,37,15.10702559,202,38,15.76916823,136.6666667,40,16.49915823,20.93333333,12.1,5.262656701,2.306666667,3.3495882,1.512347027,2.145541667,1.66,0.72228034,52.3,82,36.17798594,144.6666667,55,22.80838053,6,3,1.414213562,3.775585833,0.8195759,0.339276956,9.696713333,4.98874,2.10537205,0.643662423,29.09014,"[[3.64367606433739, -5.769999292129548e-18, 0.0], [-1.8218380321686956, 3.155516034877483, 0.0], [-1.9465108724167876e-17, 0.0, 18.232485982860293]]","[[-8.456304406954012e-18, -1.9315609998014213e-16, 9.210461050857528], [1.8218380321686947, 1.0518386782924942, 11.01001716261098], [1.8218380321686947, 1.0518386782924942, 7.216075396055685]]","[72, 35, 53]",14873.33126,6348.461084,2532.599881,0,0,0,0,0,Br1 Hf1 I1,-14.43657532,2.578141214,0.797,30.46,0.906,21.534,1.883,6074,yyy = -xxy = -yxx = -xyx
"['Br', 'I', 'Ti']",BrITi,7303,MXY Janus,"[4.55229821, -2.62827059, -0.03370035]","[2.96, 2.66, 1.54]","[79.904, 126.90447, 47.867]","[35, 53, 22]","[115.0, 140.0, 140.0]","[185.0, 198.0, 211.0]","[23.5, 25.7, 10.6]","[11.81381, 10.45126, 6.82812]","[3.3635882000000006, 3.0590368, 0.079]","[21.0, 32.9, 100.0]","[120.0, 139.0, 160.0]","[7, 7, 4]","[4.2251109, 3.6961116, 3.3745600000000002]","[1, 1, 1]",3.907915963,-0.533565893,-0.033700353,0.479025485,0.678962687,0.139544141,0.818506828,0.752637186,0.802986837,0.735569413,3.428890478,0.494168758,1.531282616,1.037113858,1.037113858,0.056613818,-0.876563629,11.42899529,156,69,-0.587259597,-0.587115232,1.282284747,1.814107736,0.045414498,0.045596044,2.315647583,8.921583977,8.921765523,2.728205513,-7.66E-15,8.876169478,8.876169478,0.41255793,4223.186596,4227.723126,65.99464461,13.20373625,0.002999861,13.09097825,66.13650309,-0.001302247,1.29E-14,0,53.41961123,-12.38244008,-12.38247254,0.170838328,1.369314425,1.209486793,1.198476097,254.67547,110,2.386666667,3,36.66666667,31,12.71045064,198,26,10.61445555,131.6666667,25,11.78511302,19.93333333,15.1,6.660497145,2.386666667,3.2845882,1.481811599,2.167208333,1.42,0.611082828,51.3,79,34.77709974,139.6666667,40,16.33673434,6,3,1.414213562,3.765260833,0.8505509,0.35066168,9.69773,4.98569,2.103985391,0.63010909,29.09319,"[[3.632776763262081, -1.4698491939581676e-18, 0.0], [-1.8163883816310409, 3.14607696326277, 0.0], [8.85484651030453e-19, 0.0, 18.232485982860293]]","[[3.1910095911444068e-18, 2.589164435821639e-16, 9.212992981198607], [1.81638838163104, 1.04869232108759, 10.863359645259512], [1.81638838163104, 1.04869232108759, 7.360233845630933]]","[22, 35, 53]",6879.457777,828.4382712,2539.141425,0,0,0,0,0,Br1 I1 Ti1,-14.45543754,3.246721904,0.555,46.378,0.907,29.388,1.648,3.98,yyy = -xxy = -yxx = -xyx
"['Br', 'I', 'Zr']",BrIZr,13597,MXY Janus,"[4.42749095, -2.55621309, -0.02739685]","[2.96, 2.66, 1.33]","[79.904, 126.90447, 91.224]","[35, 53, 40]","[115.0, 140.0, 155.0]","[185.0, 198.0, 223.0]","[23.5, 25.7, 14.1]","[11.81381, 10.45126, 6.6339]","[3.3635882000000006, 3.0590368, 0.426]","[21.0, 32.9, 112.0]","[120.0, 139.0, 175.0]","[7, 7, 4]","[4.2251109, 3.6961116, 3.1039499999999998]","[1, 1, 1]",4.163185985,-0.41750833,-0.027396854,1.014277835,0.773712656,0.627421506,1.401134163,1.399265341,1.41709889,0.834734872,3.148908151,0.6378677,1.812332814,1.871796097,1.174465114,0.037989329,-1.085961018,11.8740045,156,69,-0.414932299,-0.41492738,0.668912118,1.195643595,0.080822586,0.07850589,1.574633375,6.734891577,6.732574882,2.006237162,-1.92E-15,6.654068992,6.654068992,0.431603788,3993.143187,3993.857269,66.4576883,10.80528321,9.02E-06,11.08876497,66.48145928,1.22E-05,2.57E-14,0,55.94897964,-13.72386366,-13.72387107,0.279024955,1.868728043,2.183457609,1.589703088,298.03247,128,2.316666667,3,42.66666667,18,7.586537784,202,38,15.76916823,136.6666667,40,16.49915823,21.1,11.6,5.030573195,2.316666667,2.9375882,1.318882472,2.282875,1.63,0.708347059,55.3,91,40.38621877,144.6666667,55,22.80838053,6,3,1.414213562,3.6750575,1.1211609,0.457954071,9.63299,5.17991,2.192417425,0.614627003,28.89897,"[[3.7028258655381605, -4.707275672249341e-18, 0.0], [-1.8514129327690807, 3.206741265346156, 0.0], [-1.5645630407548382e-18, 0.0, 18.232485982860293]]","[[2.495503322450289e-18, 5.304481663452713e-17, 9.213047497457087], [1.8514129327690798, 1.0689137551153853, 10.99272170223884], [1.8514129327690798, 1.0689137551153853, 7.2310457736007825]]","[40, 35, 53]",7545.438164,2839.543424,2527.547032,0,0,0,0,0,Br1 I1 Zr1,-14.54357686,2.369112989,0.734,33.067,0.906,14.185,1.661,10.831,yyy = -xxy = -yxx = -xyx
"['Br', 'Sb', 'Se']",BrSbSe,12553,MXY Janus,"[0.02122291, -0.01225305, 0.03848584]","[2.96, 2.05, 2.55]","[79.904, 121.76, 78.971]","[35, 51, 34]","[115.0, 145.0, 115.0]","[185.0, 206.0, 190.0]","[23.5, 18.4, 16.5]","[11.81381, 8.608389, 9.752392]","[3.3635882000000006, 1.046, 2.02067]","[21.0, 43.0, 28.9]","[120.0, 139.0, 120.0]","[7, 5, 6]","[4.2251109, 3.7811945000000002, 3.865861]","[1, 1, 1]",3.107638053,0.484034001,0.038485842,-2.33637407,1.069465069,-2.871106605,-1.801641535,1.413056152,1.650395533,1.191366626,5.444012123,-3.249355856,-1.600764187,1.988731615,1.648591669,0,-0.444028057,14.38754775,156,69,-0.929959041,-0.723389765,0.229097202,4.201244201,25.71868143,25.76166146,2.846861747,30.49871123,30.54169126,3.2534977,-3.19E-14,4.780029799,4.780029799,0.406635953,3245.287134,3253.710962,34.11225287,8.441732503,0.147840025,7.910579302,34.28957383,0.12091319,0,0,23.21923969,-10.80561224,-10.80561241,-3.790325324,-1.626736136,2.521945013,2.163589188,280.624,120,2.52,3,40,17,7.788880964,193.6666667,21,8.956685895,125,30,14.14213562,19.46666667,7,2.955597326,2.52,2.3175882,0.950124317,2.1434194,0.91,0.372111095,30.96666667,22,9.09957264,126.3333333,19,8.956685895,6,2,0.816496581,3.9573888,0.4439164,0.192437776,10.058197,3.205421,1.326353012,0.015818567,30.174591,"[[4.075942729931981, 9.153761307563344e-18, 0.0], [-2.0379713649659905, 3.5298699484916005, 0.0], [-3.6475115256574866e-18, 0.0, 19.5]]","[[-1.6576558200544245e-18, -1.6367380130014018e-16, 9.868892700721803], [2.03797136496599, 1.1766233161638668, 11.399664156212268], [-6.999265865671628e-17, 2.3532466323277337, 7.9820586096364226]]","[51, 34, 35]",6283.411123,2530.84706,2362.041858,0,0,0,0,0,Br1 Sb1 Se1,-14.54550164,4.696686187,0.892,1.722,1.224,14.354,1.969,25.646,yyy = -xxy = -yxx = -xyx
"['Br', 'Sb', 'Se']",BrSbSe,13602,MXY Janus,"[2.61210116, -1.50809731, 0.06591775]","[2.96, 2.05, 2.55]","[79.904, 121.76, 78.971]","[35, 51, 34]","[115.0, 145.0, 115.0]","[185.0, 206.0, 190.0]","[23.5, 18.4, 16.5]","[11.81381, 8.608389, 9.752392]","[3.3635882000000006, 1.046, 2.02067]","[21.0, 43.0, 28.9]","[120.0, 139.0, 120.0]","[7, 5, 6]","[4.2251109, 3.7811945000000002, 3.865861]","[1, 1, 1]",3.562612389,0.875830456,0.065917751,-1.830763439,1.463732093,-2.562629486,-1.098897393,1.786051791,1.995898304,1.554963904,5.393375828,-2.968605922,-0.932093023,2.438098662,2.036512899,0.12369034,-0.320337718,13.61896168,156,69,-0.732353662,-0.35593095,0.955664289,3.503929216,16.75876425,16.74782569,1.997271955,21.3773439,21.36640534,2.430897136,-3.72E-14,4.618579651,4.618579651,0.433625181,2813.635619,2812.43401,27.08835506,19.5652047,-0.014059402,19.51710384,27.06522295,-0.014034281,0,0,7.861211863,-10.43454123,-10.43454124,-3.519400459,-0.947766892,2.902599533,2.571633567,280.624,120,2.52,3,40,17,7.788880964,193.6666667,21,8.956685895,125,30,14.14213562,19.46666667,7,2.955597326,2.52,2.3175882,0.950124317,2.1434194,0.91,0.372111095,30.96666667,22,9.09957264,126.3333333,19,8.956685895,6,2,0.816496581,3.9573888,0.4439164,0.192437776,10.058197,3.205421,1.326353012,0.389973867,30.174591,"[[3.9655797029011683, 3.0511072734601184e-18, 0.0], [-1.9827898514505846, 3.434292763444359, 0.0], [-2.4128464081467195e-17, 0.0, 18.232485982860293]]","[[-5.28091179645754e-18, 1.3518982440855023e-17, 9.278934113859341], [1.9827898514505835, 1.144764254481453, 10.91851239731085], [1.9827898514505835, 1.144764254481453, 7.238929482286976]]","[51, 34, 35]",6602.729895,2200.794902,2372.775245,0,0,0,0,0,Br1 Sb1 Se1,-14.5867492,5.012360563,0.892,1.722,1.224,14.354,1.969,25.646,yyy = -xxy = -yxx = -xyx
"['Br', 'Sb', 'Te']",BrSbTe,14651,MXY Janus,"[0.94931278, -0.54808599, 0.07954239]","[2.96, 2.05, 2.1]","[79.904, 121.76, 127.6]","[35, 51, 52]","[115.0, 145.0, 140.0]","[185.0, 206.0, 206.0]","[23.5, 18.4, 20.5]","[11.81381, 8.608389, 9.00966]","[3.3635882000000006, 1.046, 1.9708759999999999]","[21.0, 43.0, 38.0]","[120.0, 139.0, 138.0]","[7, 5, 6]","[4.2251109, 3.7811945000000002, 3.5193920000000003]","[1, 1, 1]",3.139745319,0.926564139,0.079542394,-2.094462739,1.051692278,-2.620308878,-1.5686166,1.351125621,1.749628654,1.311164721,5.234208058,-2.957479163,-1.342262138,1.902123927,1.615217025,0,-0.377043665,15.53405476,156,69,-1.109041426,-0.842626473,0.53843501,0.538613761,17.86516664,15.40653415,5.040413849,23.45955609,21.00092361,5.467895665,1.13E-15,5.594389457,5.594389457,0.427481816,2981.612606,2976.818933,31.29038743,6.890242333,0.022155812,6.918494012,31.18985437,0.01703942,0,0,22.7424399,-10.32666516,-10.32666521,-3.465091566,-1.395186588,2.402092578,2.069904978,329.264,138,2.37,3,46,17,7.788880964,199,21,9.899494937,133.3333333,30,13.12334646,20.8,5.1,2.092844954,2.37,2.3175882,0.952555507,2.1268214,0.91,0.417692072,34,22,9.416297928,132.3333333,19,8.730533902,6,2,0.816496581,3.841899133,0.7057189,0.291288609,9.810619667,3.205421,1.425910992,0.160256393,29.431859,"[[4.235230973159131, -3.2621448728295243e-18, 0.0], [-2.1176154865795653, 3.667817613650497, 0.0], [-1.1036831874607408e-17, 0.0, 19.5]]","[[-5.820276546090947e-18, 2.935276292242793e-17, 9.773108454161148], [2.117615486579565, 1.2226058712168322, 11.492751573432407], [-6.898490379410998e-17, 2.4452117424336643, 7.983314823929515]]","[51, 52, 35]",6228.150055,6611.04951,2535.516033,0,0,0,0,0,Br1 Sb1 Te1,-14.19066632,5.210869205,0.892,7.727,1.17,21.545,1.826,24.818,yyy = -xxy = -yxx = -xyx
"['Br', 'Sb', 'Te']",BrSbTe,15699,MXY Janus,"[3.26327434, -1.88405232, 0.11144746]","[2.96, 2.05, 2.1]","[79.904, 121.76, 127.6]","[35, 51, 52]","[115.0, 145.0, 140.0]","[185.0, 206.0, 206.0]","[23.5, 18.4, 20.5]","[11.81381, 8.608389, 9.00966]","[3.3635882000000006, 1.046, 1.9708759999999999]","[21.0, 43.0, 38.0]","[120.0, 139.0, 138.0]","[7, 5, 6]","[4.2251109, 3.7811945000000002, 3.5193920000000003]","[1, 1, 1]",3.613819578,1.377961773,0.111447462,-1.570680364,1.318948725,-2.230154727,-0.911206002,1.468703822,1.849971285,1.465247391,5.184499942,-2.59462392,-0.775214434,2.133061849,1.819409486,0.129837581,-0.247206084,14.63506556,156,69,-0.813378698,-0.318531365,0.65203145,0.652039741,18.91374185,18.95991966,4.250841835,24.51964401,24.56582182,4.709747603,-8.57E-15,5.605902161,5.605902161,0.458905769,2663.023023,2666.838546,26.49405969,14.61756953,0.060274753,14.49382538,26.57003432,0.060270104,0,0,12.43200332,-9.937152421,-9.937152449,-3.05812037,-0.805218608,2.460064821,2.252901762,329.264,138,2.37,3,46,17,7.788880964,199,21,9.899494937,133.3333333,30,13.12334646,20.8,5.1,2.092844954,2.37,2.3175882,0.952555507,2.1268214,0.91,0.417692072,34,22,9.416297928,132.3333333,19,8.730533902,6,2,0.816496581,3.841899133,0.7057189,0.291288609,9.810619667,3.205421,1.425910992,0.496889827,29.431859,"[[4.110853692867772, -3.139304568643412e-18, 0.0], [-2.0554268464338863, 3.5601037292645805, 0.0], [-4.932180960445929e-18, 0.0, 18.232485982860293]]","[[2.343133658676714e-18, -9.886379980125819e-16, 9.202183258472525], [2.0554268464338854, 1.1867012430881936, 11.02632942468638], [2.0554268464338854, 1.1867012430881936, 7.209724991936556]]","[51, 52, 35]",2377.186132,6188.775591,6808.753875,0,0,0,0,0,Br1 Sb1 Te1,-14.21080179,5.365080105,0.892,7.727,1.17,21.545,1.826,24.818,yyy = -xxy = -yxx = -xyx
"['Br', 'S', 'Sb']",BrSSb,2063,MXY Janus,"[2.31192645, -1.33479136, 0.03388536]","[2.96, 2.58, 2.05]","[79.904, 32.06, 121.76]","[35, 16, 51]","[115.0, 100.0, 145.0]","[185.0, 180.0, 206.0]","[23.5, 15.5, 18.4]","[11.81381, 10.36001, 8.608389]","[3.3635882000000006, 2.07710403, 1.046]","[21.0, 19.4, 43.0]","[120.0, 105.0, 139.0]","[7, 6, 5]","[4.2251109, 4.141452985000001, 3.7811945000000002]","[1, 1, 1]",3.54764155,0.470055352,0.033885363,-2.100734585,1.425939704,-2.813704437,-1.387764733,1.94626865,2.107516818,1.507748884,5.648376135,-3.241129251,-1.213278538,2.62642311,2.027850713,0.182918188,-0.286706175,13.0444209,156,69,-0.794384938,-0.425125334,-12.83194543,0.518271888,13.8468327,13.89783011,0.425606403,17.92418961,17.97518701,0.840948545,-1.04E-13,4.077356908,4.077356908,0.415342142,3016.925906,3014.199668,27.08051291,23.9118428,0.002467023,23.86684664,27.03159254,0.001074576,1.29E-14,6.43E-15,2.715805008,-10.92891009,-10.92891011,-3.818386676,-1.211725775,3.117517502,2.606660901,233.729,102,2.53,3,34,35,14.30617582,190.3333333,26,11.26449683,120,45,18.70828693,19.13333333,8,3.306895153,2.53,2.3175882,0.948064233,2.162230743,0.91,0.373184494,27.8,23.6,10.76785339,121.3333333,34,13.9124245,6,2,0.816496581,4.049252795,0.4439164,0.192598198,10.26073633,3.205421,1.310489067,0.337006817,30.782209,"[[3.881030769946308, -6.344410881738743e-18, 0.0], [-1.9405153849731547, 3.3610712396426057, 0.0], [-1.1287395039277275e-17, 0.0, 18.232485982860293]]","[[-1.6105453411253636e-18, 1.577957799080882e-16, 9.334204043530434], [1.9405153849731536, 1.1203570798808686, 10.837460250229212], [1.9405153849731536, 1.1203570798808686, 7.264874754376892]]","[51, 16, 35]",6504.70579,2303.026477,387.8402446,0,0,0,0,0,Br1 S1 Sb1,-14.86597797,4.795691439,0.406,0.397,1.168,9.139,2.091,34.04,yyy = -xxy = -yxx = -xyx
